ds,y
6/10/99,1302.819946
6/9/99,1318.640015
6/8/99,1317.329956
6/7/99,1334.52002
6/4/99,1327.75
6/3/99,1299.540039
6/2/99,1294.810059
6/1/99,1294.26001
5/28/99,1301.839966
5/27/99,1281.410034
5/26/99,1304.76001
5/25/99,1284.400024
5/24/99,1306.650024
5/21/99,1330.290039
5/20/99,1338.829956
5/19/99,1344.22998
5/18/99,1333.319946
5/17/99,1339.48999
5/14/99,1337.800049
5/13/99,1367.560059
5/12/99,1364
5/11/99,1355.609985
5/10/99,1340.300049
5/7/99,1345
5/6/99,1332.050049
5/5/99,1347.310059
5/4/99,1332
5/3/99,1354.630005
4/30/99,1335.180054
4/29/99,1342.829956
4/28/99,1350.910034
4/27/99,1362.800049
4/26/99,1360.040039
4/23/99,1356.849976
4/22/99,1358.819946
4/21/99,1336.119995
4/20/99,1306.170044
4/19/99,1289.47998
4/16/99,1319
4/15/99,1322.849976
4/14/99,1328.439941
4/13/99,1349.819946
4/12/99,1358.630005
4/9/99,1348.349976
4/8/99,1343.97998
4/7/99,1326.890015
4/6/99,1317.890015
4/5/99,1321.119995
4/1/99,1293.719971
3/31/99,1286.369995
3/30/99,1300.75
3/29/99,1310.170044
3/26/99,1282.800049
3/25/99,1289.98999
3/24/99,1268.589966
3/23/99,1262.140015
3/22/99,1297.01001
3/19/99,1299.290039
3/18/99,1316.550049
3/17/99,1297.819946
3/16/99,1306.380005
3/15/99,1307.26001
3/12/99,1294.589966
3/11/99,1297.680054
3/10/99,1286.839966
3/9/99,1279.839966
3/8/99,1282.72998
3/5/99,1275.469971
3/4/99,1246.640015
3/3/99,1227.699951
3/2/99,1225.5
3/1/99,1236.160034
2/26/99,1238.329956
2/25/99,1245.02002
2/24/99,1253.410034
2/23/99,1271.180054
2/22/99,1272.140015
2/19/99,1239.219971
2/18/99,1237.280029
2/17/99,1224.030029
2/16/99,1241.869995
2/12/99,1230.130005
2/11/99,1254.040039
2/10/99,1223.550049
2/9/99,1216.140015
2/8/99,1243.77002
2/5/99,1239.400024
2/4/99,1248.48999
2/3/99,1272.069946
2/2/99,1261.98999
2/1/99,1273
1/29/99,1279.640015
1/28/99,1265.369995
1/27/99,1243.170044
1/26/99,1252.310059
1/25/99,1233.97998
1/22/99,1225.189941
1/21/99,1235.160034
1/20/99,1256.619995
1/19/99,1252
1/15/99,1243.26001
1/14/99,1212.189941
1/13/99,1234.400024
1/12/99,1239.51001
1/11/99,1263.880005
1/8/99,1275.089966
1/7/99,1269.72998
1/6/99,1272.339966
1/5/99,1244.780029
1/4/99,1228.099976
12/31/98,1229.22998
12/30/98,1231.930054
12/29/98,1241.810059
12/28/98,1225.48999
12/24/98,1226.27002
12/23/98,1228.540039
12/22/98,1203.569946
12/21/98,1202.839966
12/18/98,1188.030029
12/17/98,1179.97998
12/16/98,1161.939941
12/15/98,1162.829956
12/14/98,1141.199951
12/11/98,1166.459961
12/10/98,1165.02002
12/9/98,1183.48999
12/8/98,1181.380005
12/7/98,1187.699951
12/4/98,1176.73999
12/3/98,1150.140015
12/2/98,1171.25
12/1/98,1175.280029
11/30/98,1163.630005
11/27/98,1192.329956
11/25/98,1186.869995
11/24/98,1182.98999
11/23/98,1188.209961
11/20/98,1163.550049
11/19/98,1152.609985
11/18/98,1144.47998
11/17/98,1139.319946
11/16/98,1135.869995
11/13/98,1125.719971
11/12/98,1117.689941
11/11/98,1120.969971
11/10/98,1128.26001
11/9/98,1130.199951
11/6/98,1141.01001
11/5/98,1133.849976
11/4/98,1118.670044
11/3/98,1110.839966
11/2/98,1111.599976
10/30/98,1098.670044
10/29/98,1085.930054
10/28/98,1068.089966
10/27/98,1065.339966
10/26/98,1072.319946
10/23/98,1070.670044
10/22/98,1078.47998
10/21/98,1069.920044
10/20/98,1063.930054
10/19/98,1062.390015
10/16/98,1056.420044
10/15/98,1047.48999
10/14/98,1005.530029
10/13/98,994.799988
10/12/98,997.710022
10/9/98,984.390015
10/8/98,959.440002
10/7/98,970.679993
